Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
17121,2017,Darien,74 MIDDLESEX ROAD,808300,1475000,0.548,Single Family
130072,2013,Southington,51 BERKLEY AV,90880,124000,0.732903226,Single Family
130023,2013,Salem,11 BAYBERRY PLACE,185700,240000,0.77375,Single Family
20126,2020,Bethel,36 WHIPPOORWILL ROAD,207620,374000,0.5551,Residential
150809,2015,Waterbury,21 LISA COURT #4,32950,43000,0.76627907,Condo
190545,2019,New Haven,49 WILLIS ST,78680,110000,0.7153,Single Family
180416,2018,Meriden,72 BRIARWOOD DR,97160,174000,0.5583,Single Family
200543,2020,New Haven,5 WEYBOSSET ST,128520,230000,0.558782609,Residential
19357,2019,Newtown,8 ZOAR ROAD,472890,1115310,0.424,Single Family
110095,2011,Haddam,78 WILLIAMSBURG RD,103020,540000,0.190777778,Single Family
110173,2011,East Hampton,12 ALDENS CROSSING RD,116520,137500,0.847418182,Single Family
180262,2018,Bethel,18 WINTHROP ROAD,265440,435000,0.6102,Single Family
211615,2021,Norwalk,44 JUNE AVE,274090,537500,0.5099,Residential
2101602,2021,Stamford,29 LIMERICK STREET,385030,750000,0.5133,Residential
170407,2017,Wethersfield,180 WINDMILL HL,256500,439900,0.583,Single Family
140213,2014,East Lyme,47 WHITING FARMS LANE,19180,379820,0.050497604,Condo
60063,2006,New Milford,14 STRAITS ROCK RD,249550,407000,0.613144963,Single Family
80361,2008,Hamden,54 DAY SPRING AVE,155820,200000,0.7791,Single Family
140118,2014,Old Saybrook,30 EDWARDS RD,174100,399000,0.436340852,Single Family
60108,2006,Bridgeport,1690 MADISON AVE,158830,405000,0.39217284,Two Family
160634,2016,Stratford,98 TAFT ST,137900,120799,1.141565741,Single Family
1800575,2018,East Haven,55 THOMPSON ST #5C,76440,121540,0.6289,Condo
181006,2018,Killingly,94 PLEASANT VIEW DR,114660,174000,0.6589,Single Family
170139,2017,Westbrook,147 JOHNSON POND LANE,235200,357500,0.6579,Single Family
20200301,2020,Stratford,184 HAMILTON AVENUE,175980,360000,0.4888,Residential
200212,2020,Putnam,255 EAST PUTNAM RD,315900,580000,0.5446,Residential
60278,2006,Mansfield,37 TIMBER DR,182280,259900,0.701346672,Single Family
180555,2018,Southington,186 WOODRUFF ST,169370,310000,0.546354839,Single Family
142129,2014,Brookfield,11 NORTH BEECH TREE RD,285890,375000,0.762373333,Single Family
141207,2014,Stamford,8 SADDLE HILL LANE,382520,775000,0.493574194,Single Family
210415,2021,Torrington,114 HAYDEN HILL RD,73340,111000,0.6607,Residential
900136,2009,Guilford,274 CHURCH ST UNT 5C,129080,183450,0.703624966,Condo
19079,2019,Watertown,27 SYLVAN LAKE RD,133300,270000,0.4937,Three Family
90114,2009,Putnam,84 TOWN FARM ROAD,173500,200000,0.8675,Single Family
200425,2020,Manchester,348 SUMMIT STREET,108400,230000,0.4713,Residential
130617,2013,New Britain,233 PLEASANT ST,95340,159000,0.599622642,Single Family
160611,2016,Fairfield,53 BLACKMOUNT COURT,289250,415000,0.696987952,Condo
120074,2012,New Britain,9 EASTWICK CT,77560,105000,0.738666667,Single Family
200042,2020,Windham,474 WINDHAM RD & 9 ALICE ST,81170,165000,0.491939394,Residential
140920,2014,Norwalk,8  BUMBLE BEE LANE,451920,750000,0.60256,Single Family
60233,2006,Tolland,53 STONE POND DR,104000,106500,0.976525822,Condo
170490,2017,Vernon,15 JEN DR,12000,344900,0.0347,Condo
12203,2012,West Haven,66 HILLSIDE ST,115990,140000,0.8285,Single Family
121333,2012,Bridgeport,120 HUNTINGTON TURNPIKE #108,55370,25000,2.2148,Condo
62091,2006,Waterbury,14 ASH ST,65870,39000,1.688974359,Three Family
70741,2007,Manchester,47 STRICKLAND ST,134400,195000,0.689230769,Single Family
191049,2019,Bristol,108 MARLENE ST,119770,224000,0.5347,Single Family
200085,2020,Glastonbury,110 LAKEWOOD RD,248200,390000,0.6364,Residential
110557,2011,Bristol,24-26 REVERE DR,152880,181000,0.844640884,Two Family
21000205,2021,Granby,189R BROAD HILL RD,213990,500000,0.4279,Residential
2000501,2020,Wethersfield,44 SOMERSET ST,157520,281100,0.5603,Residential
218275,2021,Middletown,59 CARRIAGE CROSSING,46290,130000,0.356,Residential
160002,2016,Middletown,3 COUNTRYSIDE LA #02,95400,122000,0.781967213,Condo
150067,2015,Waterbury,183 EUCLID AVE,135540,289900,0.467540531,Single Family
120083,2012,Enfield,7 FARMSTEAD,157720,235000,0.671148936,Single Family
8344,2008,Meriden,108 ELM ST,123710,135000,0.91637037,Single Family
111345,2011,Stratford,50 BIRDSEYE ST UNIT 110,112700,110000,1.024545455,Condo
150069,2015,Columbia,7 PINE RIDGE RD,124800,202500,0.616296296,Single Family
17058,2017,Montville,9 ORCHARD DR,98130,176000,0.557556818,Single Family
80111,2008,Fairfield,278 RUANE STREET,380310,437000,0.8702746,Single Family
140302,2014,Suffield,2340 MOUNTAIN RD,299220,384900,0.777396726,Single Family
170449,2017,New London,175 PARKWAY NORTH,195230,150000,1.301533333,Single Family
160023,2016,Washington,223 WEST SHORE RD,807370,104167,7.750727198,Single Family
150108,2015,Plainville,69 NORTHWEST DR F-47,114450,143000,0.80034965,Condo
8358,2008,East Haven,61 CATHERINE ST,197240,232000,0.850172414,Single Family
60745,2006,Stratford,65 KENWOOD AVE,146440,272000,0.538382353,Single Family
130122,2013,Trumbull,27 OCTOBER LANE,273800,425000,0.644235294,Single Family
19060,2019,Marlborough,21 WILLIAMSBURG RD,160930,219900,0.7318,Single Family
70762,2007,Milford,5 CLINTON ST,378100,439900,0.859513526,Single Family
190920,2019,Meriden,3 CARRIAGE CROSSING,65520,60000,1.092,Condo
160224,2016,Stamford,1 STRAWBERRY HILL CT # 8D,165860,262500,0.631847619,Condo
170456,2017,Fairfield,139 OLD BARN ROAD,600320,900000,0.667,Single Family
900042,2009,Deep River,250 WARSAW ST,134960,215000,0.62772093,Single Family
900060,2009,Farmington,6 DAHLIA DRIVE,237360,345000,0.688,Condo
210073,2021,Woodbridge,31 NETTLETON DR,438340,939000,0.4668,Residential
180709,2018,Southington,274 WEST CENTER ST,110320,80000,1.379,Single Family
110220,2011,Stonington,31 HEWITT RD C6,143100,190000,0.753157895,Condo
150013,2015,Ashford,174 WATERFALL RD,227100,171000,1.328070175,Single Family
190851,2019,Bristol,120 RITA DR,179200,310000,0.5781,Single Family
190472,2019,Norwich,527 WEST THAMES ST #74,73400,122500,0.5992,Condo
150856,2015,Norwalk,24 EAGLE RD,215200,345000,0.623768116,Single Family
210365,2021,West Haven,74 WEST WALK,88410,250000,0.3536,Residential
200652,2020,New Canaan,18 TOMMYS LA,1305640,2150000,0.6072,Residential
21403,2021,Watertown,117 CAYUGA DR,82900,225000,0.3684,Residential
80518,2008,New Haven,97 READ ST,136500,66675,2.047244094,Two Family
130076,2013,Waterford,13 MAPLE CT,120120,209900,0.572272511,Single Family
10007,2010,Glastonbury,599 CHESTNUT HILL RD,211300,195900,1.078611536,Single Family
191533,2019,Waterbury,160 MOUNT VERNON AVE,111730,174000,0.6421,Single Family
80191,2008,New Britain,949 SLATER RD,197190,185000,1.065891892,Single Family
180139,2018,Oxford,18 JENNY LA,193900,169000,1.1473,Single Family
190519,2019,New Haven,38 DIAMOND ST,108780,150000,0.7252,Single Family
60164,2006,Hamden,127 TOWNE HOUSE RD,130970,200000,0.65485,Condo
14306,2014,Darien,16 TOP O HILL ROAD,1025080,3483000,0.294309503,Single Family
160250,2016,Middletown,76 HUNTING HILL AVE,109960,216000,0.509074074,Single Family
90483,2009,Manchester,816C HARTFORD ROAD,120700,156000,0.773717949,Condo
14067,2014,Glastonbury,829 MAIN ST,120200,190000,0.632631579,Single Family
160059,2016,Berlin,CRYSTALL FALLS WAY UNIT 8,0,150000,0,Condo
1400079,2014,Canton,6 BLUEBERRY LANE,94820,713087,0.132971152,Single Family
180944,2018,Middletown,17 INTOWN TERR,114850,187000,0.6141,Condo
200185,2020,Suffield,811 BRIDGE ST,165260,200000,0.8263,Residential
210959,2021,Hamden,41 LOLLER RD,129080,310000,0.4163,Residential
90279,2009,Stamford,191 VAN RENSSELAER AVENUE,1163990,1442000,0.80720527,Single Family
2020057,2020,Wilton,11 RIDGEWOOD RD,341740,530000,0.6447,Residential
162080,2016,Shelton,20 REVERE RD,149100,225000,0.662666667,Single Family
17692,2017,East Hartford,7-11 LYNN ST,148150,103399,1.432799157,Three Family
170971,2017,Hamden,300 FOUR ROD RD,162260,250000,0.649,Single Family
140452,2014,Windsor,54 SOMERSET DR,198800,345000,0.576231884,Single Family
80408,2008,Torrington,58 BLAKE ST,92500,190000,0.486842105,Single Family
110015,2011,Woodbury,26 LAUREL WOODS RD,353610,356000,0.993286517,Single Family
150647,2015,Norwalk,6 GILLIES LN,244320,382500,0.638745098,Single Family
170104,2017,Westport,19 ST JOHN PLACE,536400,850000,0.631058824,Single Family
70142,2007,Mansfield,143 COURTYARD LN,129780,255000,0.508941176,Condo
170347,2017,Groton,375 ALLYN ST U21,210630,310000,0.6794,Condo
16087,2016,East Hartford,58 WINDING LN.,86830,129000,0.673100775,Single Family
8242,2008,East Haven,75 REDWOOD DR UNIT 805,126000,160000,0.7875,Condo
90009,2009,New Haven,11 HARBOUR CLOSE# A-1,153860,216000,0.712314815,Condo
190193,2019,Bethel,33 SOUTH CROSSING WAY,245270,624657,0.3926,Single Family
60030,2006,East Granby,9 MAIZE LN,167500,297500,0.56302521,Single Family
190417,2019,Wallingford,24 PARKVIEW RD,132300,247000,0.5356,Single Family
130294,2013,Trumbull,64 CALHOUN AVE,248000,415000,0.597590361,Single Family
140358,2014,Greenwich,4 LAFAYETTE COURT 2D,306880,550000,0.557963636,Single Family
200991,2020,Bristol,94 CYPRESS ST,110810,225000,0.4924,Residential
110062,2011,Norwalk,274 FLAX HILL RD,257180,360000,0.714388889,Single Family
70161,2007,Ledyard,22 HYDE PARK DR,307440,426000,0.721690141,Single Family
140053,2014,Willington,124 TOLLAND TPKE,128860,148000,0.870675676,Single Family
150017,2015,Madison,11 SANDGATE CIRCLE,206900,75000,2.758666667,Condo
190720,2019,Bridgeport,245 HILLCREST RD,108960,188000,0.5796,Single Family
201134,2020,New Britain,33 SUNRISE AVE,100240,90000,1.1137,Residential
20436,2020,Monroe,43 GAY BOWER RD,239900,426912,0.5619,Residential
90070,2009,Danbury,22 MAPLE CREST DR,371500,505000,0.735643564,Single Family
130091,2013,Winchester,207 N MAIN ST,93660,133000,0.704210526,Single Family
210256,2021,Westport,4 IVY KNOLL,850500,1200000,0.7087,Residential
190442,2019,Norwich,40 CLIFTON PL,102700,54000,1.9019,Single Family
70042,2007,Lebanon,26 BARSTOW RD,147090,50000,2.9418,Single Family
150277,2015,Rocky Hill,45 LITTLE OAK LANE,89950,135000,0.666296296,Condo
110560,2011,Greenwich,"72 SUMMIT ROAD,RIV,CT 06878",1049230,1970000,0.532604061,Single Family
200740,2020,Manchester,93 BETTE DRIVE,199200,318000,0.6264,Residential
110104,2011,Old Lyme,7 DUNNS LA,292400,239000,1.223430962,Single Family
80063,2008,Wilton,42 TANNERS DRIVE,476980,550000,0.867236364,Single Family
150675,2015,Wallingford,30 ANGELA DR,188800,260000,0.726153846,Condo
18164,2018,East Hampton,106 LAKE VISTA DR,88780,110000,0.807,Condo
100060,2010,Naugatuck,14 STANLEY ST,160430,139000,1.154172662,Two Family
13377,2013,Ridgefield,3 MEADOW LA,142420,202000,0.705049505,Condo
140281,2014,Waterford,60 PEPPERBOX RD,408340,585000,0.698017094,Single Family
60570,2006,Norwalk,ROWAYTON WOODS DR,13650,22000,0.620454545,Condo
80036,2008,Beacon Falls,159 BETHANY RD,167500,283750,0.59030837,Single Family
13158,2013,East Hartford,42 TORPEY DR.,141580,92299,1.533927778,Single Family
130660,2013,Danbury,75 BEAR MOUNTAIN RD,254800,250000,1.0192,Single Family
190007,2019,New Canaan,38 WEST HILLS RD,1291010,1625000,0.7945,Single Family
60275,2006,Westport,26 STONY BROOK RD,2227400,4750000,0.468926316,Single Family
21326,2021,Monroe,12 PURDY HILL RD,234000,610000,0.3836,Residential
160612,2016,Wallingford,311 SOUTH ELM ST,61300,67000,0.914925373,Condo
70379,2007,New Milford,8 GREEN POND RD,197750,285000,0.693859649,Single Family
210004,2021,Lyme,38 HONEY HILL RD,175000,280000,0.625,Residential
16027,2016,Ridgefield,258 PEACEABLE ST,500830,750000,0.667773333,Single Family
190175,2019,Southington,113 PIN OAK DR,212400,350000,0.6069,Single Family
1801012,2018,Stamford,124 SHADY KNOLL DRIVE,559530,835000,0.67,Single Family
2000454,2020,Stamford,32 CHATFIELD STREET,309510,485000,0.6381,Residential
160034,2016,Bridgeport,131 BRADLEY ST,138540,220000,0.629727273,Three Family
110121,2011,Middletown,203CAMBRIGE COMNS,133310,181500,0.734490358,Condo
140506,2014,Norwich,211 DUNHAM ST,131300,165000,0.795757576,Single Family
60236,2006,New Canaan,103 HARRISON AVE,576000,1140000,0.505263158,Single Family
18228,2018,Newtown,13 SETTLERS LANE,226930,310000,0.732,Single Family
210186,2021,Wolcott,2 SANFORD ST,119440,205000,0.5826,Residential
200700,2020,New Haven,11 DICKERMAN ST,26180,86000,0.3044,Residential
120331,2012,Vernon,29 MCLEAN ST,83100,43500,1.910344828,Single Family
200334,2020,Colchester,7 ORCHARD FARMS RD,213300,406000,0.5253,Residential
20204,2020,East Hartford,592 FORBES ST,103200,225000,0.4586,Residential
200816,2020,Norwalk,32 BAXTER DR,212180,295000,0.7192,Residential
130100,2013,Waterbury,112 HAWTHORNE AVE,83350,95910,0.869043895,Two Family
2132235,2021,North Haven,1018 HARTFORD TPKE,207830,415000,0.5007,Residential
90129,2009,East Haven,385 COE AVE,123200,167500,0.735522388,Condo
180455,2018,Greenwich,1 LE GRANDE AVE,717290,1075000,0.6672,Single Family
120763,2012,West Hartford,48 HAYNES ROAD,143990,180250,0.798834951,Single Family
8078,2008,East Haven,79 BRAZOS RD,154360,80000,1.9295,Single Family
150665,2015,Norwalk,18 LEDGEWOOD DR,333840,550000,0.606981818,Single Family
80021,2008,Southington,323 BELLEVIEW AVE,187110,280000,0.66825,Single Family
120090,2012,East Granby,3 OLD HARTFORD AVENUE,116800,160000,0.73,Single Family
16181,2016,Orange,355 DERBY AVE,148000,180000,0.822222222,Single Family
60085,2006,Woodbridge,11 DILLON RD,328790,475500,0.691461619,Single Family
90149,2009,East Lyme,43 BROCKETT ROAD,176260,359900,0.489747152,Single Family
60208,2006,Monroe,384 PEPPER ST,235970,399000,0.591403509,Single Family
140436,2014,Torrington,136 MILLARD ST,71510,50000,1.4302,Single Family
181143,2018,Stratford,260 PETERS LN,192570,355000,0.5424,Single Family
190076,2019,Seymour,198 WOODLAWN DR,193200,270000,0.7156,Condo
16072,2016,New Hartford,11 TEN STREET,98210,157000,0.625541401,Single Family
200061,2020,Shelton,6 COLONIAL VILLAGE,120260,215000,0.5593,Residential
15684,2015,Hartford,42 GRAND ST,20647,145500,0.14190378,Single Family
161813,2016,Stamford,46 WEST GLEN DRIVE,467350,745000,0.627315436,Single Family
160597,2016,Glastonbury,46 HOLLISTER WAY S,85800,130000,0.66,Condo
20183,2020,Darien,15 RAYMOND ST,749280,1070400,0.7,Residential
14092,2014,New Hartford,315 SOUTH ROAD,235130,300000,0.783766667,Single Family
210278,2021,Bristol,63 WOLCOTT ST,129190,289900,0.4456,Residential
190621,2019,Norwalk,11 CROCUS LN,317090,425000,0.7461,Single Family
16048,2016,Wethersfield,40 STILLMAN RD,109900,135000,0.814074074,Single Family
130351,2013,Fairfield,86 CAMPFIELD DRIVE,157080,148450,1.058134052,Single Family
100012,2010,Norwalk,46 LOCKWOOD LN,346290,455000,0.761076923,Single Family
110973,2011,Waterbury,40 HOWLAND ST,108660,77000,1.411168831,Single Family
10001,2010,Preston,10 MCCLIMON RD,233200,279000,0.835842294,Single Family
17280,2017,Wilton,44 MIDDLEBROOK FARM,826350,975000,0.8475,Single Family
60010,2006,Hampton,179 MAIN ST,149900,279000,0.537275986,Single Family
90023,2009,Fairfield,304 GREENFIELD STREET,244510,270500,0.903918669,Single Family
170412,2017,Norwalk,6 KEITH ST,187730,451000,0.4162,Two Family
70217,2007,Southington,156 OLD MOUNTAIN RD,167510,110000,1.522818182,Single Family
18000192,2018,Granby,2 FARMVIEW CIR,180950,295000,0.6133,Single Family
213378,2021,North Haven,8 HITCHING POST CIR,372100,650000,0.5724,Residential
170055,2017,Washington,20 COOK ST,204310,288250,0.7087,Single Family
18317,2018,Farmington,15 FLORENCE WAY,189890,281000,0.6757,Condo
140073,2014,East Granby,92 SOUTH MAIN STREET,194000,287500,0.674782609,Single Family
170628,2017,Meriden,65 WILLIS AVE,120330,165000,0.7292,Single Family
210310,2021,Wallingford,48 CHURCH ST,144900,243345,0.595450903,Residential
210322,2021,Bloomfield,26 WILD ROSE COURT,97300,225000,0.4324,Residential
160477,2016,Westport,34 OAK STREET,488100,530000,0.920943396,Single Family
170119,2017,New Canaan,122A HERITAGE HILL RD,176750,360000,0.4909,Condo
150304,2015,Plainville,20 MERILINE AVE,125300,228000,0.549561404,Single Family
180594,2018,Southington,407 PRATT ST,198210,268500,0.7382,Condo
201246,2020,Waterbury,82 MOUNT CARMEL AVE,71550,175000,0.4088,Residential
210250,2021,Coventry,88 WOODLAND RD,80100,190000,0.4215,Residential
60062,2006,Stonington,5 CAVENDISH LN,117000,247500,0.472727273,Single Family
200471,2020,Avon,43 BEVERLY DRIVE,350740,575000,0.6099,Residential
120065,2012,Torrington,2491 WINSTED RD,130570,162000,0.805987654,Single Family
70657,2007,Hartford,196-198 FAIRFIELD AVE,57338,276000,0.207746377,Two Family
170329,2017,Torrington,123 FUNSTON AVE,87970,85000,1.0349,Single Family
190072,2019,Killingworth,185 BURR HILL ROAD,241190,335000,0.72,Single Family
180446,2018,Trumbull,14 OLD FIRE ROAD,331870,460000,0.7214,Single Family
120035,2012,Woodbury,206 UPPER GRASSY HILL RD,298610,280000,1.066464286,Single Family
190895,2019,New Britain,345 COMMONWEALTH AVE,102060,197700,0.5162,Single Family
15609,2015,East Hartford,81-83 CANNON RD.,88230,141000,0.625744681,Two Family
17033,2017,Haddam,443 CANDLEWOOD HILL RD,237690,203500,1.168,Single Family
101158,2010,Bridgeport,218 HARBOR AVENUE,153660,272450,0.563993393,Single Family
150226,2015,Wethersfield,422 GRISWOLD RD,182700,304000,0.600986842,Single Family
1700296,2017,New Milford,124 PUMPKIN HILL RD,183820,195000,0.942666667,Single Family
200109,2020,Putnam,25 MYERS ST,96800,189000,0.5121,Residential
10008,2010,Hampton,45 CALVIN BURNHAM RD,138800,156500,0.886900958,Single Family
150195,2015,Cromwell,15N COUNTRY SQUIRE DRIVE,77730,79000,0.983924051,Condo
170004,2017,Somers,138 NUTMEG DR,229300,355900,0.644282102,Single Family
60066,2006,Torrington,30 NOTTING HL GATE,138400,242000,0.571900826,Single Family
121143,2012,Bridgeport,835 CLARK STREET,157450,126000,1.249603175,Single Family
20200001,2020,Stratford,85 FRASH STREET,106970,132000,0.8103,Residential
11367,2011,Glastonbury,330 HEBRON AVE &18 LINDEN ST,176000,365000,0.482191781,Single Family
18736,2018,West Haven,89 COLEMAN ST #713,47670,90000,0.5296,Condo
70361,2007,East Hartford,261 CHESTER ST,114780,169000,0.679171598,Single Family
150395,2015,Groton,58 THAMES HTS LN,106400,162400,0.655172414,Condo
14231,2014,Ridgefield,150 RIPPOWAM RD,1638230,2000000,0.819115,Single Family
202000294,2020,Plymouth,27 LASSY ROAD,115910,245000,0.4731,Residential
60036,2006,East Hampton,86 QUIET WOODS RD LT 3,269790,358900,0.751713569,Single Family
80082,2008,Winchester,184 FLORENCE ST,135380,87500,1.5472,Single Family
70131,2007,Greenwich,7 CHATEAU RIDGE DR,1966300,2750000,0.715018182,Single Family
120456,2012,Southington,6 ZWICKS FARM RD,136800,215000,0.63627907,Single Family
10118,2010,Windsor Locks,21 POPLAR STREET,115600,149900,0.771180787,Single Family
190059,2019,East Granby,136 KIMBERLY ROAD,180400,282000,0.6397,Single Family
160421,2016,Stratford,753 STRATFORD AVE,159180,225000,0.707466667,Single Family
60914,2006,Greenwich,17 SHERWOOD AVE,2097270,3150000,0.6658,Single Family
